71	2012-01-05 16:30:20	4	8160	8090
72	2012-01-05 18:43:18	26	45183	4390
73	2012-01-05 21:37:32	7	94131	6630
74	2012-01-06 09:53:58	23	91187	4220
75	2012-01-06 21:41:04	21	68064	8160
76	2012-01-06 22:47:32	21	50433	8020
77	2012-01-06 22:47:32	13	50433	2120
78	2012-01-07 00:27:21	19	75541	2130
79	2012-01-07 12:01:48	6	79534	6420
80	2012-01-07 12:01:48	11	79534	6660
81	2012-01-07 12:34:16	26	23297	9880
82	2012-01-07 19:40:56	14	29629	10480
83	2012-01-07 19:56:15	18	23269	7830
84	2012-01-07 22:00:20	10	55302	2400
85	2012-01-07 22:00:20	21	55302	8020
86	2012-01-07 22:32:49	5	27412	1280
87	2012-01-07 23:14:04	18	91183	3600
88	2012-01-08 00:01:33	24	76937	10000
89	2012-01-08 00:01:33	22	76937	9920
90	2012-01-08 00:24:56	18	48953	12840
91	2012-01-08 01:43:14	26	74001	6380
92	2012-01-08 01:43:14	23	74001	1280
93	2012-01-08 01:43:14	13	74001	2400
94	2012-01-08 15:44:58	6	40857	1250
95	2012-01-08 16:54:08	8	72366	8390
96	2012-01-08 19:34:21	10	81158	3780
97	2012-01-08 19:34:21	30	81158	7830
98	2012-01-08 19:34:21	25	81158	7150
99	2012-01-08 19:43:34	8	82353	3640
100	2012-01-08 19:43:34	30	82353	2520
101	2012-01-08 20:18:30	19	91419	1230
102	2012-01-08 20:53:30	22	67601	2310
103	2012-01-08 20:53:30	27	67601	9970
104	2012-01-08 21:07:46	18	46169	3600
105	2012-01-08 21:09:46	27	63854	8780
106	2012-01-08 22:27:04	17	3976	13780
107	2012-01-08 22:46:39	3	1224	5440
108	2012-01-08 23:30:23	17	42954	6570
109	2012-01-09 00:40:52	28	72736	30110
110	2012-01-09 11:07:53	21	46971	16420
111	2012-01-09 13:06:38	28	14692	30110
112	2012-01-09 13:06:38	26	14692	26040
113	2012-01-09 13:58:54	23	49097	6920
114	2012-01-09 13:58:54	8	49097	10710
115	2012-01-09 21:54:35	2	35544	6480
116	2012-01-09 21:54:35	5	35544	5460
117	2012-01-10 00:36:37	12	39216	14970
118	2012-01-10 02:16:39	21	27353	16040
119	2012-01-10 02:16:39	17	27353	6890
120	2012-01-10 02:16:39	6	27353	9820
121	2012-01-10 02:16:39	4	27353	10120
122	2012-01-10 11:22:39	12	85412	2040
123	2012-01-10 11:22:39	13	85412	2120
124	2012-01-10 17:55:26	30	11498	20860
125	2012-01-10 17:55:26	17	11498	14250
126	2012-01-10 19:26:46	13	85982	10060
127	2012-01-10 19:26:46	3	85982	8190
128	2012-01-10 22:43:10	2	66616	7900
129	2012-01-10 22:43:10	17	66616	5940
130	2012-01-10 22:43:10	21	66616	7400
131	2012-01-11 01:29:37	22	5364	6610
132	2012-01-11 01:29:37	11	5364	7640
133	2012-01-11 01:29:37	12	5364	28580
134	2012-01-11 08:49:53	30	78535	6060
135	2012-01-11 10:47:44	20	83600	5420
136	2012-01-11 14:54:13	29	41537	9930
137	2012-01-11 15:51:17	4	10693	14820
138	2012-01-11 15:51:17	6	10693	6420
139	2012-01-11 16:54:08	17	27973	1220
140	2012-01-11 16:54:08	21	27973	5970
141	2012-01-11 16:54:08	22	27973	1280
142	2012-01-11 16:54:08	8	27973	14130
143	2012-01-11 18:00:36	29	44188	6750
144	2012-01-11 18:00:36	30	44188	10430
145	2012-01-11 18:00:36	4	44188	6010
146	2012-01-11 21:01:20	23	49719	20040
147	2012-01-11 22:32:04	19	84170	9000
148	2012-01-11 23:45:15	27	89487	15780
149	2012-01-12 01:05:32	4	44607	9960
150	2012-01-12 01:05:32	24	44607	2060
151	2012-01-12 01:06:29	3	96748	29930
152	2012-01-12 11:12:40	6	44198	6480
153	2012-01-12 11:13:41	10	79806	5510
154	2012-01-12 11:36:10	21	27612	10390
155	2012-01-12 11:36:10	24	27612	4250
156	2012-01-12 19:06:00	30	17752	10430
157	2012-01-12 20:31:34	26	13568	2160
158	2012-01-12 20:31:34	24	13568	4860
159	2012-01-12 22:24:25	30	66919	8480
160	2012-01-13 11:03:29	8	74362	4480
161	2012-01-13 12:47:38	22	57759	4050
162	2012-01-13 12:47:38	17	57759	4270
163	2012-01-13 12:47:38	30	57759	8200
164	2012-01-13 17:33:28	23	24032	20040
165	2012-01-13 19:21:04	28	75136	11760
166	2012-01-13 19:33:17	6	25899	1250
167	2012-01-13 19:33:17	24	25899	10000
168	2012-01-13 20:36:58	2	56557	9820
169	2012-01-13 20:36:58	14	56557	10480
170	2012-01-13 20:36:58	26	56557	4390
171	2012-01-13 22:57:08	28	81287	10030
172	2012-01-14 00:06:38	21	39479	13490
173	2012-01-14 00:06:38	13	39479	8670
174	2012-01-14 00:11:45	26	70465	4940
175	2012-01-14 00:11:45	21	70465	19800
176	2012-01-14 00:57:18	29	61888	5520
177	2012-01-14 00:57:18	20	61888	5710
178	2012-01-14 01:47:59	8	85819	10710
179	2012-01-14 09:20:02	8	88552	2220
180	2012-01-14 09:20:02	22	88552	2510
181	2012-01-14 18:31:45	13	22924	7230
182	2012-01-14 18:53:51	6	85310	16380
183	2012-01-14 18:53:51	21	85310	8420
184	2012-01-14 19:04:41	29	30974	4410
185	2012-01-14 19:04:41	11	30974	10660
186	2012-01-14 19:04:41	23	30974	8350
187	2012-01-14 23:28:20	16	71053	5580
188	2012-01-14 23:37:59	2	96784	2160
189	2012-01-15 00:37:44	18	88934	3600
190	2012-01-15 06:53:42	22	87395	6610
191	2012-01-15 06:53:42	21	87395	6600
192	2012-01-15 06:53:42	24	87395	2240
193	2012-01-15 10:24:35	30	66663	2100
194	2012-01-15 10:24:35	21	66663	20400
195	2012-01-15 12:06:50	6	76471	9870
196	2012-01-15 12:06:50	30	76471	3700
197	2012-01-15 15:10:12	7	10943	2100
198	2012-01-15 15:10:12	21	10943	2170
199	2012-01-15 17:51:26	23	60557	8550
200	2012-01-15 19:01:11	14	61517	7420
201	2012-01-15 19:01:11	24	61517	3840
202	2012-01-15 21:13:29	26	2864	20370
203	2012-01-15 21:13:29	5	2864	2580
204	2012-01-16 07:20:01	11	62716	6660
205	2012-01-16 10:00:08	17	11870	8290
206	2012-01-16 10:00:08	29	11870	4410
207	2012-01-16 10:24:39	10	47023	2010
208	2012-01-16 10:24:39	24	47023	8620
209	2012-01-16 13:14:17	21	7041	5970
210	2012-01-16 13:14:17	4	7041	8090
211	2012-01-16 13:14:17	8	7041	10710
212	2012-01-16 13:47:55	24	63956	7800
213	2012-01-16 14:27:54	2	18476	59440
214	2012-01-16 19:02:18	27	96617	7390
215	2012-01-16 21:45:17	4	88656	2200
216	2012-01-16 23:20:18	29	12688	9930
217	2012-01-17 00:10:43	30	69757	3940
219	2012-01-17 00:25:40	21	76223	20400
220	2012-01-17 00:25:40	30	76223	7000
218	2012-01-17 00:25:31	29	65801	6820
221	2012-01-17 01:06:08	3	42562	8190
222	2012-01-17 01:06:08	24	42562	3840
223	2012-01-17 01:06:08	6	42562	4260
224	2012-01-17 01:11:59	18	35942	7830
225	2012-01-17 09:24:41	17	83053	16580
226	2012-01-17 12:46:21	27	42812	17570
227	2012-01-17 12:46:21	20	42812	9030
228	2012-01-17 16:43:47	26	13506	4510
229	2012-01-17 16:43:47	18	13506	4280
230	2012-01-17 18:00:57	9	12344	13050
231	2012-01-17 20:11:33	17	18226	13030
232	2012-01-17 23:05:29	8	94467	5660
233	2012-01-17 23:05:29	23	94467	5650
234	2012-01-17 23:45:58	13	22324	10260
235	2012-01-18 10:23:19	30	84654	7420
236	2012-01-18 14:39:03	18	56350	4280
237	2012-01-18 16:08:03	8	19548	8340
238	2012-01-18 18:42:14	22	83598	4580
239	2012-01-18 19:30:53	26	90578	4940
240	2012-01-18 19:30:53	4	90578	8090
241	2012-01-18 20:34:12	2	63753	6510
242	2012-01-18 20:34:12	4	63753	8090
243	2012-01-18 20:34:12	16	63753	7910
244	2012-01-18 21:41:19	23	76152	5650
245	2012-01-18 22:15:25	24	6521	7800
246	2012-01-18 22:23:49	17	32652	4270
247	2012-01-18 22:23:49	29	32652	4410
248	2012-01-19 02:43:23	10	75512	2400
249	2012-01-19 09:45:44	24	21962	2060
250	2012-01-19 09:45:44	10	21962	2400
251	2012-01-19 13:09:04	30	41879	11120
252	2012-01-19 13:09:04	11	41879	4300
253	2012-01-19 16:20:27	13	63809	10060
254	2012-01-19 17:39:46	6	43428	8610
255	2012-01-19 20:16:23	11	61228	2150
256	2012-01-19 20:16:23	24	61228	7800
257	2012-01-19 20:16:23	29	61228	11040
258	2012-01-19 23:21:46	4	71122	2430
259	2012-01-19 23:21:46	8	71122	4480
260	2012-01-20 10:22:34	22	8039	4050
261	2012-01-20 10:22:34	12	8039	2360
262	2012-01-20 10:22:34	9	8039	13050
263	2012-01-20 10:22:34	17	8039	8290
264	2012-01-20 10:22:34	6	8039	8270
265	2012-01-20 13:41:23	12	26076	5370
266	2012-01-20 13:41:23	21	26076	16420
267	2012-01-20 13:41:23	29	26076	13030
268	2012-01-20 20:36:47	21	1065	8020
269	2012-01-20 20:36:47	27	1065	20430
270	2012-01-20 21:13:59	8	92963	14130
271	2012-01-20 21:36:28	21	60044	17330
272	2012-01-20 21:36:28	3	60044	6240
273	2012-01-20 21:41:33	24	11501	4120
274	2012-01-20 23:13:48	6	46766	3790
275	2012-01-20 23:42:43	22	53765	6610
276	2012-01-20 23:42:43	29	53765	3880
277	2012-01-21 02:30:32	23	93005	6920
278	2012-01-21 03:08:51	20	99973	12740
279	2012-01-21 03:08:51	11	99973	8710
280	2012-01-21 07:43:54	27	61180	8570
281	2012-01-21 08:03:28	8	16652	8840
282	2012-01-21 20:08:42	27	68475	19940
283	2012-01-21 20:08:42	18	68475	7200
284	2012-01-21 21:32:13	22	41649	7260
285	2012-01-21 22:34:58	17	1019	1220
286	2012-01-21 22:49:28	23	31220	8740
287	2012-01-21 23:05:33	1	48669	8640
288	2012-01-21 23:05:33	24	48669	4310
289	2012-01-22 09:56:24	28	1518	5650
290	2012-01-22 18:20:20	2	52588	6510
291	2012-01-22 18:20:20	4	52588	4860
292	2012-01-22 20:49:23	26	21660	8980
293	2012-01-22 21:36:44	20	41582	5420
294	2012-01-22 21:36:44	4	41582	8090
295	2012-01-22 21:36:44	22	41582	4580
296	2012-01-22 21:36:44	30	41582	15660
297	2012-01-22 21:55:10	21	24502	2400
298	2012-01-22 21:55:10	19	24502	3780
299	2012-01-22 21:55:19	2	85304	25490
300	2012-01-22 23:06:46	13	3367	10060
301	2012-01-22 23:06:46	10	3367	3780
302	2012-01-22 23:16:59	17	59869	14250
303	2012-01-22 23:16:59	9	59869	5690
304	2012-01-22 23:16:59	13	59869	8570
305	2012-01-23 00:35:13	23	13428	8350
306	2012-01-23 00:35:13	30	13428	4130
307	2012-01-23 00:35:13	29	13428	6820
308	2012-01-23 06:45:39	6	81477	13710
309	2012-01-23 12:59:20	30	63328	10590
310	2012-01-23 13:28:06	30	3214	5510
311	2012-01-23 19:20:57	6	4534	13310
312	2012-01-23 21:27:16	13	45133	1240
313	2012-01-23 21:48:42	22	36157	7210
314	2012-01-23 21:48:42	6	36157	7040
315	2012-01-23 22:00:33	21	63229	6510
316	2012-01-24 00:55:12	21	68841	10390
317	2012-01-24 01:26:01	29	8755	6900
318	2012-01-24 01:26:01	13	8755	5580
319	2012-01-24 06:17:09	8	56645	4170
320	2012-01-24 06:17:09	29	56645	8030
321	2012-01-24 07:39:00	26	71088	3150
322	2012-01-24 07:39:00	3	71088	3180
323	2012-01-24 10:40:10	8	66490	10710
324	2012-01-24 19:10:26	13	42793	3740
325	2012-01-24 20:01:05	27	58476	8540
326	2012-01-24 20:01:05	30	58476	4130
327	2012-01-24 20:01:05	18	58476	10340
328	2012-01-24 20:01:05	21	58476	2400
329	2012-01-24 20:41:18	29	15942	4420
330	2012-01-24 20:41:18	6	15942	9820
331	2012-01-24 20:41:18	20	15942	4300
332	2012-01-24 20:41:18	23	15942	4390
333	2012-01-24 20:41:18	24	15942	19240
334	2012-01-24 21:48:43	29	49006	4410
335	2012-01-24 21:48:43	7	49006	8720
336	2012-01-24 22:43:27	13	73980	1240
337	2012-01-25 01:25:47	22	45756	7210
338	2012-01-25 03:10:13	22	29234	4050
339	2012-01-25 07:45:36	24	84886	7720
340	2012-01-25 18:43:05	29	99387	9350
341	2012-01-25 20:44:41	29	34034	8280
342	2012-01-25 20:55:21	8	67869	6780
343	2012-01-25 21:25:37	8	83806	10710
344	2012-01-25 22:20:37	28	52441	30110
345	2012-01-25 22:20:37	4	52441	10120
346	2012-01-25 22:48:14	6	88574	16380
347	2012-01-25 22:48:14	13	88574	11160
348	2012-01-25 23:17:26	12	24435	2160
349	2012-01-25 23:17:26	5	24435	1820
350	2012-01-25 23:17:26	11	24435	6660
351	2012-01-25 23:17:26	30	24435	16960
352	2012-01-25 23:48:52	17	11665	1220
353	2012-01-25 23:48:52	21	11665	2170
354	2012-01-26 15:04:35	27	27084	9970
355	2012-01-26 15:04:35	11	27084	6660
356	2012-01-26 16:34:56	13	42339	8570
357	2012-01-26 16:34:56	27	42339	8540
358	2012-01-26 19:54:34	13	53332	7230
359	2012-01-26 19:54:34	12	53332	14970
360	2012-01-26 19:54:34	11	53332	6660
361	2012-01-26 21:11:50	18	724	7350
362	2012-01-26 21:11:50	22	724	6610
363	2012-01-27 01:02:12	8	58274	6390
364	2012-01-27 01:02:12	30	58274	7420
365	2012-01-27 12:40:39	12	82832	10030
366	2012-01-27 20:08:03	29	49799	41280
367	2012-01-27 22:03:40	19	52133	2130
368	2012-01-27 22:03:40	8	52133	39400
369	2012-01-28 00:20:27	17	5252	14250
370	2012-01-28 00:20:27	29	5252	30360
371	2012-01-28 00:45:18	26	66545	10440
372	2012-01-28 00:45:18	30	66545	10430
373	2012-01-28 00:45:18	24	66545	6040
374	2012-01-28 12:27:16	6	50255	9820
375	2012-01-28 19:41:29	3	8096	13320
376	2012-01-28 19:41:29	21	8096	17330
377	2012-01-28 20:36:45	6	60032	3790
378	2012-01-28 20:40:21	9	83508	13050
379	2012-01-28 21:02:06	11	77359	10660
380	2012-01-28 21:02:06	29	77359	8560
381	2012-01-28 21:10:31	23	97739	7630
382	2012-01-28 22:02:07	28	82184	3100
383	2012-01-28 22:54:24	8	63207	8520
384	2012-01-28 23:26:42	19	3700	9000
385	2012-01-29 09:20:46	6	37161	9870
386	2012-01-29 19:12:26	4	97384	4390
387	2012-01-29 20:06:32	3	10996	8320
388	2012-01-29 20:06:32	28	10996	5650
389	2012-01-29 20:37:45	6	19245	4260
392	2012-01-29 21:18:58	26	68212	3150
393	2012-01-29 21:18:58	23	68212	8350
394	2012-01-29 21:18:58	12	68212	14970
395	2012-01-29 21:18:58	21	68212	17330
390	2012-01-29 21:18:39	23	32454	8350
391	2012-01-29 21:18:39	29	32454	1210
396	2012-01-29 22:05:18	30	77947	2100
397	2012-01-29 23:18:28	17	50669	6800
398	2012-01-29 23:39:08	21	60561	2400
399	2012-01-30 00:16:07	12	38090	2040
400	2012-01-30 00:53:43	2	41904	9840
401	2012-01-30 02:54:08	8	46170	8440
402	2012-01-30 02:54:08	13	46170	40320
403	2012-01-30 12:32:47	20	75550	4300
404	2012-01-30 12:32:47	23	75550	5650
405	2012-01-30 12:32:47	6	75550	3790
406	2012-01-30 12:58:47	29	28856	20460
407	2012-01-30 13:15:35	8	59264	3860
408	2012-01-30 14:03:31	22	49146	4580
409	2012-01-30 14:03:31	13	49146	3740
410	2012-01-30 14:03:31	10	49146	2500
411	2012-01-30 16:57:16	13	89283	7040
412	2012-01-30 16:57:16	4	89283	10120
413	2012-01-30 17:32:25	8	69182	3860
414	2012-01-30 17:32:25	11	69182	4300
415	2012-01-30 17:32:25	26	69182	10440
416	2012-01-30 18:25:42	30	65376	7000
417	2012-01-30 18:33:01	24	57385	6040
418	2012-01-30 19:14:37	6	17040	2160
419	2012-01-30 19:14:37	21	17040	5800
420	2012-01-30 19:14:37	29	17040	6820
421	2012-01-30 19:32:25	30	25006	7000
422	2012-01-30 21:06:29	30	44809	4130
423	2012-01-30 21:06:29	13	44809	5580
424	2012-01-30 21:12:31	24	53405	27220
425	2012-01-30 21:12:31	8	53405	19700
426	2012-01-30 21:21:23	8	7429	9900
427	2012-01-30 21:21:23	29	7429	3880
428	2012-01-30 21:21:23	6	7429	24570
429	2012-01-30 22:08:00	22	15665	7260
430	2012-01-30 22:08:00	17	15665	4270
431	2012-01-30 23:15:59	26	28180	13020
432	2012-01-30 23:15:59	12	28180	16270
433	2012-01-30 23:37:08	8	3829	3640
434	2012-01-31 01:20:46	30	83530	2360
435	2012-01-31 06:16:58	3	68520	2090
436	2012-01-31 09:09:36	6	22416	9820
437	2012-01-31 17:43:24	18	21932	10340
438	2012-01-31 17:43:24	8	21932	6890
439	2012-01-31 18:40:02	14	51060	6800
440	2012-01-31 21:39:15	29	61707	3880
441	2012-01-31 21:55:38	30	860	8180
442	2012-01-31 21:55:38	29	860	8390
443	2012-01-31 22:13:44	20	89701	5710
444	2012-01-31 22:13:44	14	89701	20960
445	2012-01-31 22:22:59	29	3026	4410
446	2012-02-01 00:40:19	22	95311	6610
447	2012-02-01 00:40:19	24	95311	30000
448	2012-02-01 00:40:19	1	95311	30980
449	2012-02-01 01:53:46	23	55999	4220
450	2012-02-01 01:53:46	22	55999	7260
451	2012-02-01 01:53:46	30	55999	3940
452	2012-02-01 01:53:46	6	55999	9820
453	2012-02-01 03:50:55	12	55109	9140
454	2012-02-01 03:50:55	17	55109	15180
455	2012-02-01 12:10:34	4	82422	8090
456	2012-02-01 12:10:34	24	82422	4310
457	2012-02-01 17:10:26	26	68411	10440
458	2012-02-01 18:22:28	8	76969	6780
459	2012-02-01 18:22:28	6	76969	8610
460	2012-02-01 18:22:28	30	76969	2100
461	2012-02-01 18:35:09	15	70036	17760
462	2012-02-01 18:35:09	27	70036	17570
463	2012-02-01 19:09:21	23	73701	5650
464	2012-02-01 21:22:49	30	53892	6940
465	2012-02-01 22:46:52	4	14148	2200
466	2012-02-01 22:46:52	29	14148	6900
467	2012-02-02 00:33:36	24	68171	8040
468	2012-02-02 00:33:36	23	68171	8350
469	2012-02-02 03:49:34	10	53423	2010
470	2012-02-02 03:49:34	24	53423	10000
471	2012-02-02 04:13:01	29	86969	4410
472	2012-02-02 04:20:10	17	41476	4270
473	2012-02-02 04:20:10	28	41476	3100
474	2012-02-02 08:42:02	28	70484	6500
475	2012-02-02 08:42:02	23	70484	6920
476	2012-02-02 08:42:02	8	70484	8840
477	2012-02-02 19:03:37	22	71266	1280
478	2012-02-02 19:03:37	21	71266	2170
479	2012-02-02 20:02:22	18	21060	7350
480	2012-02-02 20:19:28	17	77181	18520
481	2012-02-02 23:54:49	1	7334	5910
482	2012-02-03 00:33:02	24	3218	3840
483	2012-02-03 00:33:02	6	3218	7040
484	2012-02-03 01:27:59	13	71397	3740
485	2012-02-03 03:25:39	4	59810	8090
486	2012-02-03 03:25:39	12	59810	4080
487	2012-02-03 16:45:02	9	74219	6660
488	2012-02-03 18:00:03	21	91974	5800
489	2012-02-03 19:15:02	4	43043	2430
490	2012-02-03 19:15:02	23	43043	8350
491	2012-02-03 19:15:02	6	43043	13710
492	2012-02-03 19:15:02	29	43043	16780
493	2012-02-03 20:12:24	10	71736	2130
494	2012-02-03 20:50:18	13	27312	8570
495	2012-02-03 22:52:32	21	35763	6600
496	2012-02-03 22:52:32	4	35763	5570
497	2012-02-03 23:02:38	8	56042	8390
498	2012-02-03 23:02:38	17	56042	9850
499	2012-02-03 23:02:38	30	56042	4130
500	2012-02-03 23:13:30	24	15720	5670
501	2012-02-03 23:42:08	5	54580	4370
502	2012-02-03 23:42:08	21	54580	14980
503	2012-02-03 23:56:19	9	61103	4380
504	2012-02-04 02:51:33	30	56693	5510
505	2012-02-04 04:21:29	24	72926	8040
506	2012-02-04 04:21:29	28	72926	3100
508	2012-02-04 21:16:32	17	2285	5940
507	2012-02-04 21:14:10	27	32575	17080
509	2012-02-04 21:28:30	21	9356	8020
510	2012-02-04 21:28:30	13	9356	10060
511	2012-02-04 22:29:53	30	59362	8360
512	2012-02-04 22:29:53	12	59362	2040
513	2012-02-04 23:01:34	22	79439	2070
514	2012-02-04 23:40:45	13	66714	2400
515	2012-02-04 23:40:45	17	66714	6890
516	2012-02-05 10:28:27	20	48644	6370
517	2012-02-05 18:09:11	21	31264	7690
518	2012-02-05 18:09:11	29	31264	2430
519	2012-02-05 18:09:11	17	31264	5940
520	2012-02-05 21:23:55	30	67268	8180
521	2012-02-05 21:23:55	6	67268	2160
522	2012-02-05 21:46:32	18	85948	3600
523	2012-02-05 21:46:32	24	85948	8480
524	2012-02-05 22:57:18	28	36324	30110
525	2012-02-05 22:57:18	26	36324	3150
526	2012-02-05 23:49:17	17	90717	6800
527	2012-02-05 23:49:17	21	90717	8110
528	2012-02-06 01:11:11	8	50480	13070
529	2012-02-06 01:11:11	23	50480	20040
530	2012-02-06 01:11:11	17	50480	7970
531	2012-02-06 01:58:17	23	92667	4220
532	2012-02-06 10:55:37	11	5842	41760
533	2012-02-06 10:55:37	26	5842	36020
534	2012-02-06 12:59:45	13	48869	1240
535	2012-02-06 15:18:59	9	93194	13050
536	2012-02-06 15:18:59	27	93194	9970
537	2012-02-06 17:36:49	10	98323	2130
538	2012-02-06 19:07:06	24	81926	16080
539	2012-02-06 19:24:21	21	60612	4210
540	2012-02-06 21:28:51	28	47136	3100
541	2012-02-06 22:11:03	27	7617	20430
542	2012-02-06 22:15:09	13	74397	3860
543	2012-02-06 23:25:09	10	87756	2010
544	2012-02-06 23:26:00	29	10639	8280
545	2012-02-06 23:26:00	9	10639	8760
546	2012-02-06 23:26:00	30	10639	11020
547	2012-02-07 00:13:53	13	1911	1240
548	2012-02-07 03:47:03	13	14189	20120
549	2012-02-07 03:47:03	30	14189	13960
550	2012-02-07 09:45:43	2	27056	6510
551	2012-02-07 09:45:43	28	27056	8250
552	2012-02-07 10:44:00	24	38379	8040
553	2012-02-07 10:44:00	27	38379	14660
554	2012-02-07 20:38:45	28	44762	8250
555	2012-02-07 20:38:45	5	44762	2560
556	2012-02-07 23:29:53	24	10519	12080
557	2012-02-07 23:48:14	8	14900	7400
558	2012-02-07 23:48:14	6	14900	4260
559	2012-02-08 03:46:26	14	96110	14220
560	2012-02-08 10:59:19	18	27241	4280
561	2012-02-08 15:17:56	13	29799	3720
562	2012-02-08 18:39:24	30	25608	10590
563	2012-02-08 19:49:45	9	98815	6660
564	2012-02-08 20:45:04	29	93862	6900
565	2012-02-08 21:13:21	21	48488	28090
566	2012-02-08 22:05:41	13	59428	8570
567	2012-02-08 22:23:25	22	51429	6610
568	2012-02-08 22:23:25	26	51429	10440
569	2012-02-08 23:36:18	13	29567	26010
570	2012-02-08 23:36:18	25	29567	9700
571	2012-02-09 07:49:39	27	35152	8540
572	2012-02-09 07:49:39	13	35152	8570
573	2012-02-09 12:12:02	8	41810	8110
574	2012-02-09 12:54:05	16	47998	15140
575	2012-02-09 12:54:05	11	47998	6660
576	2012-02-09 20:02:50	6	25154	24570
577	2012-02-09 20:47:18	28	41906	8250
578	2012-02-09 20:47:18	29	41906	8390
579	2012-02-09 22:19:17	22	6183	4620
580	2012-02-09 23:23:30	26	80376	9030
581	2012-02-09 23:23:30	17	80376	4580
582	2012-02-09 23:40:36	29	35243	8030
583	2012-02-09 23:40:36	30	35243	6940
584	2012-02-10 00:18:04	18	80791	4280
585	2012-02-10 00:47:07	10	40364	2400
586	2012-02-10 05:56:40	30	51568	3700
587	2012-02-10 06:50:54	21	15894	10390
588	2012-02-10 07:43:55	12	55853	1300
589	2012-02-10 11:15:47	3	25405	13320
590	2012-02-10 21:45:49	6	17205	3720
591	2012-02-10 22:02:43	11	31233	14180
592	2012-02-11 00:12:23	17	51516	14250
593	2012-02-11 00:12:23	14	51516	10480
594	2012-02-11 06:00:11	8	10039	14130
595	2012-02-11 06:00:11	21	10039	11940
596	2012-02-11 13:01:26	8	52994	2220
597	2012-02-11 17:42:56	24	88274	2060
598	2012-02-11 18:31:21	30	50034	8480
599	2012-02-11 18:31:21	29	50034	6820
600	2012-02-11 19:06:02	6	14327	6420
601	2012-02-11 19:06:02	29	14327	8390
602	2012-02-11 19:47:36	29	32086	8030
603	2012-02-11 19:47:36	6	32086	3720
604	2012-02-11 21:15:11	11	72733	10660
605	2012-02-11 22:25:56	7	44684	3380
606	2012-02-11 23:26:15	11	71318	5520
607	2012-02-11 23:26:15	13	71318	7480
609	2012-02-12 00:50:08	10	55768	2400
608	2012-02-12 00:49:10	29	45748	7640
